timestamp,open,high,low,close,volume,bid_size,ask_size,bid_depth,ask_depth,delta
2024-06-03 10:30:00,18327.66,18328.1,18326.4,18327.2,924,456.5,467.5,1848.0,2772.0,-231.0
2024-06-03 10:31:00,18326.13,18327.05,18324.24,18325.62,1253,637.5,615.5,2506.0,3759.0,-313.2
2024-06-03 10:32:00,18323.16,18323.41,18322.52,18323.16,2017,1027.5,989.5,4034.0,6051.0,-504.2
2024-06-03 10:33:00,18319.51,18320.21,18318.1,18319.49,1306,709.2,596.8,2612.0,3918.0,-326.5
2024-06-03 10:34:00,18317.35,18317.52,18314.9,18316.58,1189,630.4,558.6,2378.0,3567.0,-297.2
2024-06-03 10:35:00,18315.19,18315.42,18313.03,18314.84,1928,1057.3,870.7,3856.0,5784.0,-482.0
2024-06-03 10:36:00,18311.76,18312.7,18310.0,18311.06,403,207.3,195.7,806.0,1209.0,-100.8
2024-06-03 10:37:00,18308.12,18308.41,18306.16,18307.52,2156,1097.9,1058.1,4312.0,6468.0,-539.0
2024-06-03 10:38:00,18318.12,18319.62,18304.27,18317.37,1768,964.1,1808.7749999999999,3536.0,10395.839999999998,-636.4799999999999
2024-06-03 10:39:00,18304.75,18305.54,18303.26,18304.41,1034,519.3,514.7,2068.0,3102.0,-258.5
2024-06-03 10:40:00,18301.7,18301.77,18299.85,18301.47,1688,853.1,834.9,3376.0,5064.0,-422.0
2024-06-03 10:41:00,18297.79,18298.67,18296.55,18297.51,2004,1037.8,966.2,4008.0,6012.0,-501.0
2024-06-03 10:42:00,18293.79,18294.63,18291.8,18293.77,1984,1047.2,936.8,3968.0,5952.0,-496.0
2024-06-03 10:43:00,18290.87,18290.9,18289.22,18290.01,1258,682.6,575.4,2516.0,3774.0,-314.5
2024-06-03 10:44:00,18286.53,18286.91,18284.94,18286.06,667,347.1,319.9,1334.0,2001.0,-166.8
2024-06-03 10:45:00,18282.47,18282.51,18281.37,18282.46,1676,909.9,766.1,3352.0,5028.0,-419.0
2024-06-03 10:46:00,18280.78,18281.08,18279.09,18280.65,2355,1124.7,1230.3,4710.0,7065.0,-588.8
2024-06-03 10:47:00,18278.22,18278.27,18277.28,18278.0,1030,554.4,475.6,2060.0,3090.0,-257.5
2024-06-03 10:48:00,18275.77,18276.5,18273.99,18275.27,1386,777.8,608.2,2772.0,4158.0,-346.5
2024-06-03 10:49:00,18274.28,18274.72,18272.19,18273.75,2432,1259.8,1172.2,4864.0,7296.0,-608.0
2024-06-03 10:50:00,18271.68,18272.64,18269.75,18270.93,2067,1066.8,1000.2,4134.0,6201.0,-516.8
2024-06-03 10:51:00,18269.76,18269.83,18268.58,18269.22,1657,876.6,780.4,3314.0,4971.0,-414.2
2024-06-03 10:52:00,18277.68,18279.18,18264.66,18276.93,2172,1136.8,2329.2000000000003,4344.0,12771.359999999999,-781.92
2024-06-03 10:53:00,18262.93,18263.68,18260.59,18262.48,1912,997.6,914.4,3824.0,5736.0,-478.0
2024-06-03 10:54:00,18259.47,18260.23,18258.75,18259.35,1054,567.1,486.9,2108.0,3162.0,-263.5
2024-06-03 10:55:00,18257.0,18257.49,18255.32,18256.12,1681,863.5,817.5,3362.0,5043.0,-420.2
2024-06-03 10:56:00,18254.15,18254.98,18252.55,18253.88,454,245.0,209.0,908.0,1362.0,-113.5
2024-06-03 10:57:00,18252.21,18252.47,18251.02,18252.13,537,265.9,271.1,1074.0,1611.0,-134.2
2024-06-03 10:58:00,18249.72,18250.03,18248.16,18249.42,752,401.3,350.7,1504.0,2256.0,-188.0
2024-06-03 10:59:00,18246.4,18246.92,18245.25,18246.38,2081,1135.8,945.2,4162.0,6243.0,-520.2
2024-06-03 11:00:00,18243.34,18243.62,18241.22,18242.89,1538,807.4,730.6,3076.0,4614.0,-384.5
2024-06-03 11:01:00,18239.88,18240.54,18238.38,18239.73,1403,714.0,689.0,2806.0,4209.0,-350.8
2024-06-03 11:02:00,18237.15,18237.31,18234.51,18236.16,906,500.3,405.7,1812.0,2718.0,-226.5
2024-06-03 11:03:00,18234.43,18235.06,18231.87,18233.75,710,389.4,320.6,1420.0,2130.0,-177.5
2024-06-03 11:04:00,18230.75,18231.65,18229.79,18230.32,2167,1079.0,1088.0,4334.0,6501.0,-541.8
2024-06-03 11:05:00,18228.77,18229.23,18227.41,18228.36,1927,997.8,929.2,3854.0,5781.0,-481.8
2024-06-03 11:06:00,18238.09,18239.59,18225.24,18237.34,951,493.8,1028.6999999999998,1902.0,5591.879999999999,-342.432
2024-06-03 11:07:00,18223.95,18224.42,18222.23,18223.76,988,535.6,452.4,1976.0,2964.0,-247.0
2024-06-03 11:08:00,18220.68,18221.46,18218.53,18219.84,575,289.4,285.6,1150.0,1725.0,-143.8
2024-06-03 11:09:00,18216.95,18217.03,18215.75,18216.37,2168,1129.2,1038.8,4336.0,6504.0,-542.0
2024-06-03 11:10:00,18214.96,18215.88,18212.56,18214.1,1698,869.1,828.9,3396.0,5094.0,-424.5
2024-06-03 11:11:00,18213.25,18213.73,18211.53,18212.56,1547,790.0,757.0,3094.0,4641.0,-386.8
2024-06-03 11:12:00,18209.6,18210.3,18208.19,18209.44,788,419.3,368.7,1576.0,2364.0,-197.0
2024-06-03 11:13:00,18206.2,18206.48,18205.02,18205.88,757,404.5,352.5,1514.0,2271.0,-189.2
2024-06-03 11:14:00,18203.71,18204.58,18201.09,18202.78,1310,730.2,579.8,2620.0,3930.0,-327.5
2024-06-03 11:15:00,18199.75,18200.28,18197.37,18199.03,585,309.4,275.6,1170.0,1755.0,-146.2
2024-06-03 11:16:00,18197.38,18197.74,18194.66,18196.42,1627,846.3,780.7,3254.0,4881.0,-406.8
2024-06-03 11:17:00,18194.01,18194.59,18192.29,18193.64,1470,786.7,683.3,2940.0,4410.0,-367.5
2024-06-03 11:18:00,18192.54,18192.72,18190.11,18191.88,865,443.5,421.5,1730.0,2595.0,-216.2
2024-06-03 11:19:00,18189.79,18190.12,18188.32,18189.15,1726,882.9,843.1,3452.0,5178.0,-431.5
2024-06-03 11:20:00,18198.47,18199.97,18184.65,18197.72,677,380.7,666.6750000000001,1354.0,3980.7599999999993,-243.64799999999997
2024-06-03 11:21:00,18183.17,18183.95,18182.09,18183.13,1063,578.6,484.4,2126.0,3189.0,-265.8
2024-06-03 11:22:00,18179.85,18180.68,18177.94,18179.52,2389,1294.4,1094.6,4778.0,7167.0,-597.2
2024-06-03 11:23:00,18177.12,18178.12,18175.44,18176.24,2033,1053.6,979.4,4066.0,6099.0,-508.2
2024-06-03 11:24:00,18174.89,18175.59,18172.91,18174.39,2215,1191.7,1023.3,4430.0,6645.0,-553.8
2024-06-03 11:25:00,18171.9,18172.69,18170.72,18171.86,531,283.6,247.4,1062.0,1593.0,-132.8
2024-06-03 11:26:00,18168.2,18168.87,18167.33,18167.89,1098,562.2,535.8,2196.0,3294.0,-274.5
2024-06-03 11:27:00,18165.31,18165.62,18163.59,18164.75,1678,790.8,887.2,3356.0,5034.0,-419.5
2024-06-03 11:28:00,18162.51,18162.58,18160.68,18162.41,2252,1164.0,1088.0,4504.0,6756.0,-563.0
2024-06-03 11:29:00,18159.68,18160.07,18158.45,18159.04,2292,1106.4,1185.6,4584.0,6876.0,-573.0
