timestamp,open,high,low,close,volume,bid_size,ask_size,bid_depth,ask_depth,delta
2024-06-03 10:08:00,18606.77,18608.15,18605.96,18607.35,452,268.2,183.8,1356.0,904.0,113.0
2024-06-03 10:09:00,18609.05,18611.07,18608.66,18609.18,1902,1166.8,735.2,5706.0,3804.0,475.5
2024-06-03 10:10:00,18600.83,18613.83,18599.33,18601.58,2416,3345.9749999999995,928.9,14206.079999999998,4832.0,869.7599999999999
2024-06-03 10:11:00,18614.15,18615.45,18614.01,18614.79,2342,1462.7,879.3,7026.0,4684.0,585.5
2024-06-03 10:12:00,18618.11,18620.6,18617.3,18618.7,1307,794.9,512.1,3921.0,2614.0,326.8
2024-06-03 10:13:00,18620.14,18621.99,18619.34,18620.25,1381,796.9,584.1,4143.0,2762.0,345.2
2024-06-03 10:14:00,18622.47,18624.88,18621.86,18623.07,1008,607.3,400.7,3024.0,2016.0,252.0
2024-06-03 10:15:00,18625.34,18627.38,18625.09,18626.2,1266,752.3,513.7,3798.0,2532.0,316.5
2024-06-03 10:16:00,18628.75,18630.23,18628.69,18629.57,1398,876.3,521.7,4194.0,2796.0,349.5
2024-06-03 10:17:00,18632.82,18633.85,18631.9,18633.13,1648,1036.1,611.9,4944.0,3296.0,412.0
2024-06-03 10:18:00,18635.19,18636.02,18635.17,18635.34,1888,1179.3,708.7,5664.0,3776.0,472.0
2024-06-03 10:19:00,18636.38,18638.5,18635.99,18636.98,516,323.6,192.4,1548.0,1032.0,129.0
2024-06-03 10:20:00,18638.86,18641.51,18638.82,18639.74,1435,970.5,464.5,4305.0,2870.0,358.8
2024-06-03 10:21:00,18641.29,18642.98,18641.24,18641.86,781,466.8,314.2,2343.0,1562.0,195.2
2024-06-03 10:22:00,18645.39,18647.33,18645.29,18645.44,2157,1356.9,800.1,6471.0,4314.0,539.2
2024-06-03 10:23:00,18648.59,18651.06,18647.95,18649.39,2171,1333.3,837.7,6513.0,4342.0,542.8
2024-06-03 10:24:00,18638.98,18652.5,18637.48,18639.73,2150,2976.2999999999997,827.2,12642.0,4300.0,774.0
2024-06-03 10:25:00,18654.06,18655.04,18653.58,18654.33,1371,859.0,512.0,4113.0,2742.0,342.8
2024-06-03 10:26:00,18656.04,18657.46,18655.71,18656.41,1311,785.2,525.8,3933.0,2622.0,327.8
2024-06-03 10:27:00,18657.7,18660.53,18657.22,18658.65,1196,769.7,426.3,3588.0,2392.0,299.0
2024-06-03 10:28:00,18660.64,18662.97,18659.84,18661.49,1561,969.9,591.1,4683.0,3122.0,390.2
2024-06-03 10:29:00,18662.98,18664.51,18662.28,18663.71,1518,935.4,582.6,4554.0,3036.0,379.5
2024-06-03 10:30:00,18666.65,18668.34,18666.57,18666.75,1498,926.8,571.2,4494.0,2996.0,374.5
2024-06-03 10:31:00,18669.84,18672.03,18669.06,18670.64,2365,1433.2,931.8,7095.0,4730.0,591.2
2024-06-03 10:32:00,18674.26,18675.89,18674.16,18674.51,1493,906.2,586.8,4479.0,2986.0,373.2
2024-06-03 10:33:00,18676.85,18678.62,18676.33,18677.42,1693,1052.1,640.9,5079.0,3386.0,423.2
2024-06-03 10:34:00,18680.43,18682.32,18679.5,18680.92,2174,1279.1,894.9,6522.0,4348.0,543.5
2024-06-03 10:35:00,18681.98,18683.77,18681.21,18682.64,651,414.2,236.8,1953.0,1302.0,162.8
2024-06-03 10:36:00,18684.07,18686.62,18683.8,18684.97,2069,1276.7,792.3,6207.0,4138.0,517.2
2024-06-03 10:37:00,18686.72,18688.77,18686.28,18686.87,1164,718.8,445.2,3492.0,2328.0,291.0
2024-06-03 10:38:00,18678.05,18692.1,18676.55,18678.8,1686,2352.8250000000003,640.3,9913.679999999998,3372.0,606.9599999999999
2024-06-03 10:39:00,18693.44,18696.08,18693.32,18694.16,1406,937.2,468.8,4218.0,2812.0,351.5
2024-06-03 10:40:00,18697.13,18698.63,18696.44,18697.25,1543,997.1,545.9,4629.0,3086.0,385.8
2024-06-03 10:41:00,18700.52,18702.0,18700.08,18700.81,425,267.2,157.8,1275.0,850.0,106.2
2024-06-03 10:42:00,18703.83,18705.28,18702.83,18704.61,492,300.4,191.6,1476.0,984.0,123.0
2024-06-03 10:43:00,18708.1,18710.2,18707.43,18708.2,2246,1398.7,847.3,6738.0,4492.0,561.5
2024-06-03 10:44:00,18709.03,18710.47,18708.79,18709.93,1351,842.9,508.1,4053.0,2702.0,337.8
2024-06-03 10:45:00,18711.01,18713.41,18710.98,18711.92,700,432.4,267.6,2100.0,1400.0,175.0
2024-06-03 10:46:00,18712.95,18715.26,18712.71,18713.55,1004,608.9,395.1,3012.0,2008.0,251.0
2024-06-03 10:47:00,18716.13,18718.71,18715.43,18717.06,2183,1411.4,771.6,6549.0,4366.0,545.8
2024-06-03 10:48:00,18718.45,18719.34,18717.95,18718.66,1533,953.3,579.7,4599.0,3066.0,383.2
2024-06-03 10:49:00,18722.13,18723.89,18721.94,18722.28,1964,1203.6,760.4,5892.0,3928.0,491.0
2024-06-03 10:50:00,18724.58,18726.98,18724.52,18725.56,547,344.3,202.7,1641.0,1094.0,136.8
2024-06-03 10:51:00,18728.56,18730.03,18728.47,18729.27,1694,1032.2,661.8,5082.0,3388.0,423.5
2024-06-03 10:52:00,18718.79,18734.9,18717.29,18719.54,2232,3150.0,832.0,13124.159999999998,4464.0,803.52
2024-06-03 10:53:00,18736.78,18738.45,18736.08,18737.08,1602,982.6,619.4,4806.0,3204.0,400.5
2024-06-03 10:54:00,18740.79,18742.2,18740.38,18740.94,2318,1533.4,784.6,6954.0,4636.0,579.5
2024-06-03 10:55:00,18742.49,18743.73,18742.06,18742.77,1395,874.2,520.8,4185.0,2790.0,348.8
2024-06-03 10:56:00,18745.45,18746.97,18745.23,18745.86,2393,1430.2,962.8,7179.0,4786.0,598.2
2024-06-03 10:57:00,18747.03,18748.66,18746.8,18747.45,1635,982.2,652.8,4905.0,3270.0,408.8
2024-06-03 10:58:00,18749.66,18751.83,18749.01,18750.36,1694,1038.8,655.2,5082.0,3388.0,423.5
2024-06-03 10:59:00,18752.8,18754.67,18752.44,18753.23,1064,664.4,399.6,3192.0,2128.0,266.0
2024-06-03 11:00:00,18755.69,18758.46,18755.19,18756.58,1940,1172.6,767.4,5820.0,3880.0,485.0
2024-06-03 11:01:00,18758.03,18760.1,18757.91,18758.86,1492,944.9,547.1,4476.0,2984.0,373.0
2024-06-03 11:02:00,18762.41,18763.39,18762.08,18762.47,1423,908.9,514.1,4269.0,2846.0,355.8
2024-06-03 11:03:00,18765.81,18767.57,18764.95,18765.82,763,493.9,269.1,2289.0,1526.0,190.8
2024-06-03 11:04:00,18767.11,18768.39,18766.74,18767.71,1453,971.2,481.8,4359.0,2906.0,363.2
2024-06-03 11:05:00,18770.83,18772.67,18770.12,18771.14,2412,1481.1,930.9,7236.0,4824.0,603.0
2024-06-03 11:06:00,18760.93,18775.05,18759.43,18761.68,1380,1882.3500000000001,543.4,8114.4,2760.0,496.79999999999995
2024-06-03 11:07:00,18776.84,18779.17,18776.0,18777.83,743,480.5,262.5,2229.0,1486.0,185.8
2024-06-03 11:08:00,18779.24,18780.77,18779.16,18779.69,2154,1346.6,807.4,6462.0,4308.0,538.5
2024-06-03 11:09:00,18782.21,18783.13,18781.3,18782.36,1986,1249.3,736.7,5958.0,3972.0,496.5
2024-06-03 11:10:00,18784.15,18785.68,18783.56,18784.44,1918,1159.0,759.0,5754.0,3836.0,479.5
2024-06-03 11:11:00,18785.71,18788.01,18785.06,18786.55,1435,882.4,552.6,4305.0,2870.0,358.8
2024-06-03 11:12:00,18789.9,18791.01,18789.36,18789.96,2250,1412.3,837.7,6750.0,4500.0,562.5
2024-06-03 11:13:00,18791.9,18794.44,18791.39,18792.66,1110,681.4,428.6,3330.0,2220.0,277.5
2024-06-03 11:14:00,18794.78,18796.64,18794.28,18795.63,2180,1312.8,867.2,6540.0,4360.0,545.0
2024-06-03 11:15:00,18797.21,18799.57,18797.03,18798.13,1515,966.6,548.4,4545.0,3030.0,378.8
2024-06-03 11:16:00,18800.08,18802.0,18799.63,18800.11,1282,757.7,524.3,3846.0,2564.0,320.5
2024-06-03 11:17:00,18801.35,18803.18,18800.71,18801.63,1045,617.5,427.5,3135.0,2090.0,261.2
2024-06-03 11:18:00,18804.2,18806.32,18803.3,18804.68,1481,884.0,597.0,4443.0,2962.0,370.2
2024-06-03 11:19:00,18807.26,18808.8,18806.53,18808.13,1913,1141.0,772.0,5739.0,3826.0,478.2
2024-06-03 11:20:00,18798.88,18812.97,18797.38,18799.63,723,1067.8500000000001,248.4,4251.24,1446.0,260.352
2024-06-03 11:21:00,18814.04,18815.07,18814.0,18814.39,1005,614.6,390.4,3015.0,2010.0,251.2
2024-06-03 11:22:00,18816.13,18818.31,18815.15,18817.11,908,552.5,355.5,2724.0,1816.0,227.0
2024-06-03 11:23:00,18818.27,18820.53,18817.35,18818.83,1264,803.0,461.0,3792.0,2528.0,316.0
2024-06-03 11:24:00,18820.05,18820.99,18819.94,18820.42,2356,1393.6,962.4,7068.0,4712.0,589.0
2024-06-03 11:25:00,18822.99,18825.46,18822.19,18823.85,1818,1135.9,682.1,5454.0,3636.0,454.5
2024-06-03 11:26:00,18825.32,18827.73,18825.31,18825.94,2398,1457.0,941.0,7194.0,4796.0,599.5
2024-06-03 11:27:00,18827.11,18829.36,18826.44,18827.51,1480,886.8,593.2,4440.0,2960.0,370.0
2024-06-03 11:28:00,18830.8,18832.92,18830.5,18831.14,1890,1160.1,729.9,5670.0,3780.0,472.5
2024-06-03 11:29:00,18832.44,18834.11,18832.36,18833.33,1639,1033.4,605.6,4917.0,3278.0,409.8
